ID,Sura_No,Verse_No,Word_No,Segment_No,Word,Without_Diacritics,Segmented_Word,Morph_Tag,Morph_Type,Punctuation_Mark,Invariable_Declinable,Syntactic_Role,Possessive_Construct,Case_Mood,Case_Mood_Marker,Phrase,Phrasal_Function,Gloss
3960,2,211,6,1,مِنْ,من,من,PREP,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,of
3961,2,211,7,1,آيَةٍ,آية,آي,NOUN_ABSTRACT,Stem,,DECLN,PREP_OBJ,NOT_CONSTRUCT,ACCUSATIVE,KASRA,,,(the)-sign(s)
3961,2,211,7,2,آيَةٍ,آية,ة,NSUFF_FEM_SG,Suffix,,,,,,,,,(the)-sign(s)
3961,2,211,7,3,آيَةٍ,آية,(null),CASE_INDEF_GEN,Suffix,,,,,,,,,(the)-sign(s)
3962,2,211,8,1,بَيِّنَةٍ,بينة,بين,NOUN_ABSTRACT,Stem,,DECLN,ADJ,NOT_CONSTRUCT,ACCUSATIVE,KASRA,,,clear
3962,2,211,8,2,بَيِّنَةٍ,بينة,ة,NSUFF_FEM_SG,Suffix,,,,,,,,,clear
3963,2,211,9,1,وَمَنْ,ومن,و,CONJ,Prefix,,INVAR,NON_INFLECT,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-whoever
3963,2,211,9,2,وَمَنْ,ومن,من,CONDITION_PART,Stem,,COND_NOUN,SUBJ,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,and-whoever
3964,2,211,10,1,يُبَدِّلْ,يبدل,ي,IMPERF_PREF,Prefix,,,,,,,,,changes
3964,2,211,10,2,يُبَدِّلْ,يبدل,بدل,IV,Stem,,DECLN,IV,NOT_CONSTRUCT,JUSSIVE,SUKUN,,,changes
3965,2,211,11,1,نِعْمَةَ,نعمة,نعم,NOUN_ABSTRACT,Stem,,DECLN,OBJ,CONSTRUCT,ACCUSATIVE,FATHA,,,favor
3965,2,211,11,2,نِعْمَةَ,نعمة,ة,NSUFF_FEM_SG,Suffix,,,,,,,,,favor
3966,2,211,12,1,اللَّهِ,الله,ال,DET,Prefix,,,,,,,,,(of)-allah
3966,2,211,12,2,اللَّهِ,الله,له,NOUN_PROP,Stem,,DECLN,GEN_CONS,NOT_CONSTRUCT,GENITIVE,KASRA,,,(of)-allah
3967,2,211,13,1,مِنْ,من,من,PREP,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,from
3968,2,211,14,1,بَعْدِ,بعد,بعد,NOUN_ABSTRACT,Stem,,DECLN,PREP_OBJ,CONSTRUCT,GENITIVE,KASRA,,,after
3969,2,211,15,1,مَا,ما,ما,REL_PRON,Stem,,INVAR,COMPL,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,[what]
3970,2,211,16,1,جَاءَتْهُ,جاءته,جاء,PV,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,FATHA,,,it-(has)-come-to-him
3970,2,211,16,2,جَاءَتْهُ,جاءته,ت,SUFF_FEM_TA,Suffix,,INVAR,NON_INFLECT,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,it-(has)-come-to-him
3970,2,211,16,3,جَاءَتْهُ,جاءته,ه,OBJ_PRON,Suffix,,JONT_PRON,OBJ,NOT_CONSTRUCT,ACCUSATIVE,DHAMMA,,,it-(has)-come-to-him
3971,2,211,17,1,فَإِنَّ,فإن,ف,CONJ,Prefix,,INVAR,NON_INFLECT,NOT_CONSTRUCT,INVARIABLE,FATHA,,,then-indeed
3971,2,211,17,2,فَإِنَّ,فإن,أن,ANNUL_PART,Stem,,INVAR,ANNUL_PART,NOT_CONSTRUCT,INVARIABLE,FATHA,,,then-indeed
3972,2,211,18,1,اللَّهَ,الله,ال,DET,Prefix,,,,,,,,,allah
3972,2,211,18,2,اللَّهَ,الله,له,NOUN_PROP,Stem,,DECLN,SUBJ_COP_PART,NOT_CONSTRUCT,ACCUSATIVE,FATHA,,,allah
3973,2,211,19,1,شَدِيدُ,شديد,شديد,ADJ_QUALIT,Stem,,DECLN,PART_COP_PRED,CONSTRUCT,NOMINATIVE,DHAMMA,,,(is)-severe
3973,2,211,19,2,شَدِيدُ,شديد,(null),CASE_INDEF_GEN,Suffix,,,,,,,,,(is)-severe
3974,2,211,20,1,الْعِقَابِ,العقاب,ال,DET,Prefix,,DEF_ART,,,,,,,in-[the]-chastising
3974,2,211,20,2,الْعِقَابِ,العقاب,عقاب,GERUND,Stem,,DECLN,GEN_CONS,NOT_CONSTRUCT,GENITIVE,KASRA,,,in-[the]-chastising
3975,2,212,1,1,زُيِّنَ,زين,زين,PV_PASS,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,FATHA,,,beautified
3976,2,212,2,1,لِلَّذِينَ,للذين,ل,PREP,Prefix,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,KASRA,,,for-those-who
3976,2,212,2,2,لِلَّذِينَ,للذين,الذين,REL_PRON,Stem,,REL_PRON,PREP_OBJ,NOT_CONSTRUCT,GENITIVE,FATHA,,,for-those-who
3977,2,212,3,1,كَفَرُوا,كفروا,كفر,PV,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,DHAMMA,,,disbelieve[d]
3977,2,212,3,2,كَفَرُوا,كفروا,وا,SUBJ_PRON,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,disbelieve[d]
3978,2,212,4,1,الْحَيَاةُ,الحياة,ال,DET,Prefix,,DEF_ART,,,,,,,(is)-the-life
3978,2,212,4,2,الْحَيَاةُ,الحياة,حيا,GERUND,Stem,,DECLN,PASS_SUBJ,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,(is)-the-life
3978,2,212,4,3,الْحَيَاةُ,الحياة,ة,NSUFF_FEM_SG,Suffix,,,,,,,,,(is)-the-life
3978,2,212,4,4,الْحَيَاةُ,الحياة,(null),CASE_DEF_GEN,Suffix,,,,,,,,,(is)-the-life
3979,2,212,5,1,الدُّنْيَا,الدنيا,ال,DET,Prefix,,DEF_ART,,,,,,,(of)-the-world
3979,2,212,5,2,الدُّنْيَا,الدنيا,دنيا,NOUN_ABSTRACT,Stem,,DECLN,ADJ,NOT_CONSTRUCT,NOMINATIVE,IMP_DHAMMA,,,(of)-the-world
3980,2,212,6,1,وَيَسْخَرُونَ,ويسخرون,و,CONJ,Prefix,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-they-ridicule
3980,2,212,6,2,وَيَسْخَرُونَ,ويسخرون,ي,IMPERF_PREF,Prefix,,,,,,,,,and-they-ridicule
3980,2,212,6,3,وَيَسْخَرُونَ,ويسخرون,سخر,IV,Stem,,DECLN,IV,NOT_CONSTRUCT,NOMINATIVE,NUN,,,and-they-ridicule
3980,2,212,6,4,وَيَسْخَرُونَ,ويسخرون,ون,SUBJ_PRON,Suffix,,,AGNT,,,,,,and-they-ridicule
3980,2,212,6,5,وَيَسْخَرُونَ,ويسخرون,None,None,Other_i3rab,,JONT_PRON,,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,and-they-ridicule
3980,2,212,6,6,وَيَسْخَرُونَ,ويسخرون,None,None,Other_i3rab,,INVAR,NON_INFLECT,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-they-ridicule
3981,2,212,7,1,مِنَ,من,من,PREP,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,[of]
3982,2,212,8,1,الَّذِينَ,الذين,الذين,REL_PRON,Stem,,REL_PRON,PREP_OBJ,NOT_CONSTRUCT,GENITIVE,FATHA,,,those-who
3983,2,212,9,1,آمَنُوا,آمنوا,آمن,PV,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,DHAMMA,,,believe[d]
3983,2,212,9,2,آمَنُوا,آمنوا,وا,PVSUFF_SUBJ:3MP,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,believe[d]
3984,2,212,10,1,وَالَّذِينَ,والذين,و,CONJ,Prefix,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-those-who
3984,2,212,10,2,وَالَّذِينَ,والذين,الذين,REL_PRON,Stem,,REL_PRON,SUBJ,NOT_CONSTRUCT,NOMINATIVE,FATHA,,,and-those-who
3985,2,212,11,1,اتَّقَوْا,اتقوا,اتق,PV,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,IMP_DHAMMA,,,fear-(allah)
3985,2,212,11,2,اتَّقَوْا,اتقوا,وا,SUBJ_PRON,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,fear-(allah)
3986,2,212,12,1,فَوْقَهُمْ,فوقهم,فوق,ADV,Stem,,DECLN,ADV_PLCE,CONSTRUCT,ACCUSATIVE,FATHA,,,(they-will-be)-above-them
3986,2,212,12,2,فَوْقَهُمْ,فوقهم,هم,POSS_PRON,Suffix,,JONT_PRON,GEN_CONS,NOT_CONSTRUCT,GENITIVE,SUKUN,,,(they-will-be)-above-them
3987,2,212,13,1,يَوْمَ,يوم,يوم,ADV,Stem,,DECLN,ADV_TIME,CONSTRUCT,ACCUSATIVE,FATHA,,,(on-the)-day
3987,2,212,13,2,يَوْمَ,يوم,(null),CASE_DEF_ACC,Suffix,,,,,,,,,(on-the)-day
3988,2,212,14,1,الْقِيَامَةِ,القيامة,ال,DET,Prefix,,DEF_ART,,,,,,,(of)-resurrection
3988,2,212,14,2,الْقِيَامَةِ,القيامة,قيام,NOUN_PROP,Stem,,DECLN,GEN_CONS,NOT_CONSTRUCT,GENITIVE,KASRA,,,(of)-resurrection
3988,2,212,14,3,الْقِيَامَةِ,القيامة,ة,NSUFF_FEM_SG,Suffix,,,,,,,,,(of)-resurrection
3988,2,212,14,4,الْقِيَامَةِ,القيامة,(null),CASE_DEF_NOM,Suffix,,,,,,,,,(of)-resurrection
3989,2,212,15,1,وَاللَّهُ,والله,و,CONJ,Prefix,,INVAR,NON_INFLECT,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-allah
3989,2,212,15,2,وَاللَّهُ,والله,ال,DET,Prefix,,,,,,,,,and-allah
3989,2,212,15,3,وَاللَّهُ,والله,له,NOUN_PROP,Stem,,DECLN,SUBJ,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,and-allah
3990,2,212,16,1,يَرْزُقُ,يرزق,ي,IMPERF_PREF,Prefix,,,,,,,,,provides
3990,2,212,16,2,يَرْزُقُ,يرزق,رزق,IV,Stem,,DECLN,IV,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,provides
3991,2,212,17,1,مَنْ,من,من,REL_PRON,Stem,,REL_PRON,OBJ,NOT_CONSTRUCT,ACCUSATIVE,SUKUN,,,whom
3992,2,212,18,1,يَشَاءُ,يشاء,ي,IMPERF_PREF,Prefix,,,,,,,,,he-wills
3992,2,212,18,2,يَشَاءُ,يشاء,شاء,IV,Stem,,DECLN,IV,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,he-wills
3993,2,212,19,1,بِغَيْرِ,بغير,ب,PREP,Prefix,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,KASRA,,,without
3993,2,212,19,2,بِغَيْرِ,بغير,غير,NOUN_ABSTRACT,Stem,,DECLN,PREP_OBJ,CONSTRUCT,GENITIVE,KASRA,,,without
3994,2,212,20,1,حِسَابٍ,حساب,حساب,GERUND,Stem,,DECLN,GEN_CONS,NOT_CONSTRUCT,GENITIVE,KASRA,,,measure
3995,2,213,1,1,كَانَ,كان,كان,PV,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,FATHA,,,was
3996,2,213,2,1,النَّاسُ,الناس,ال,DET,Prefix,,DEF_ART,,,,,,,mankind
3996,2,213,2,2,النَّاسُ,الناس,ناس,NOUN_CONCRETE,Stem,,DECLN,SUBJ_COP_V,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,mankind
3997,2,213,3,1,أُمَّةً,أمة,أم,NOUN_CONCRETE,Stem,,DECLN,V_COP_PRED,NOT_CONSTRUCT,ACCUSATIVE,FATHA,,,a-community
3997,2,213,3,2,أُمَّةً,أمة,ة,NSUFF_FEM_SG,Suffix,,,,,,,,,a-community
3998,2,213,4,1,وَاحِدَةً,واحدة,واحد,NOUN_NUM,Stem,,DECLN,ADJ,NOT_CONSTRUCT,ACCUSATIVE,FATHA,,,single
3998,2,213,4,2,وَاحِدَةً,واحدة,ة,NSUFF_FEM_SG,Suffix,,,,,,,,,single
3998,2,213,4,3,وَاحِدَةً,واحدة,(null),CASE_INDEF_GEN,Suffix,,,,,,,,,single
3999,2,213,5,1,فَبَعَثَ,فبعث,ف,CONJ,Prefix,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,FATHA,,,then-raised-up
3999,2,213,5,2,فَبَعَثَ,فبعث,بعث,PV,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,FATHA,,,then-raised-up
4000,2,213,6,1,اللَّهُ,الله,ال,DET,Prefix,,,,,,,,,allah
4000,2,213,6,2,اللَّهُ,الله,له,NOUN_PROP,Stem,,DECLN,AGNT,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,allah
4001,2,213,7,1,النَّبِيِّينَ,النبيين,ال,DET,Prefix,,DEF_ART,,,,,,,[the]-prophets
4001,2,213,7,2,النَّبِيِّينَ,النبيين,نبي,NOUN_CONCRETE,Stem,,DECLN,OBJ,NOT_CONSTRUCT,ACCUSATIVE,YAA,,,[the]-prophets
4001,2,213,7,3,النَّبِيِّينَ,النبيين,ين,NSUFF_MASC_PL_GEN,Suffix,,,,,,,,,[the]-prophets
4002,2,213,8,1,مُبَشِّرِينَ,مبشرين,مبشر,NOUN_ACTIVE_PART,Stem,,DECLN,CIRCUM,NOT_CONSTRUCT,ACCUSATIVE,YAA,,,(as)-bearers-of-glad-tidings
4002,2,213,8,2,مُبَشِّرِينَ,مبشرين,ين,NSUFF_MASC_PL_ACC,Suffix,,,,,,,,,(as)-bearers-of-glad-tidings
4003,2,213,9,1,وَمُنْذِرِينَ,ومنذرين,و,CONJ,Prefix,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-(as)-warners
4003,2,213,9,2,وَمُنْذِرِينَ,ومنذرين,منذر,NOUN_ACTIVE_PART,Stem,,DECLN,CONJ_N,NOT_CONSTRUCT,ACCUSATIVE,YAA,,,and-(as)-warners
4003,2,213,9,3,وَمُنْذِرِينَ,ومنذرين,ين,NSUFF_MASC_PL_ACC,Suffix,,,,,,,,,and-(as)-warners
4004,2,213,10,1,وَأَنْزَلَ,وأنزل,و,CONJ,Prefix,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-sent-down
4004,2,213,10,2,وَأَنْزَلَ,وأنزل,أنزل,PV,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-sent-down
4005,2,213,11,1,مَعَهُمُ,معهم,مع,ADV,Stem,,DECLN,ADV_PLCE,CONSTRUCT,ACCUSATIVE,FATHA,,,with-them
4005,2,213,11,2,مَعَهُمُ,معهم,هم,PRON_3MP,Suffix,,JONT_PRON,GEN_CONS,NOT_CONSTRUCT,GENITIVE,SUKUN,,,with-them
4006,2,213,12,1,الْكِتَابَ,الكتاب,ال,DET,Prefix,,DEF_ART,,,,,,,the-book
4006,2,213,12,2,الْكِتَابَ,الكتاب,كتاب,NOUN_CONCRETE,Stem,,DECLN,OBJ,NOT_CONSTRUCT,ACCUSATIVE,FATHA,,,the-book
4007,2,213,13,1,بِالْحَقِّ,بالحق,ب,PREP,Prefix,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,KASRA,,,in-[the]-truth
4007,2,213,13,2,بِالْحَقِّ,بالحق,ال,DET,Prefix,,DEF_ART,,,,,,,in-[the]-truth
4007,2,213,13,3,بِالْحَقِّ,بالحق,حق,GERUND,Stem,,DECLN,PREP_OBJ,NOT_CONSTRUCT,GENITIVE,KASRA,,,in-[the]-truth
4007,2,213,13,4,بِالْحَقِّ,بالحق,(null),CASE_DEF_GEN,Suffix,,,,,,,,,in-[the]-truth
4008,2,213,14,1,لِيَحْكُمَ,ليحكم,ل,PREP,Prefix,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,KASRA,,,to-judge
4008,2,213,14,2,لِيَحْكُمَ,ليحكم,ي,IMPERF_PREF,Prefix,,,,,,,,,to-judge
4008,2,213,14,3,لِيَحْكُمَ,ليحكم,حكم,IV,Stem,,DECLN,IV,NOT_CONSTRUCT,ACCUSATIVE,FATHA,,,to-judge
4009,2,213,15,1,بَيْنَ,بين,بين,ADV,Stem,,DECLN,ADV_PLCE,CONSTRUCT,ACCUSATIVE,FATHA,,,between
4010,2,213,16,1,النَّاسِ,الناس,ال,DET,Prefix,,DEF_ART,,,,,,,[the]-people
4010,2,213,16,2,النَّاسِ,الناس,ناس,NOUN_CONCRETE,Stem,,DECLN,GEN_CONS,NOT_CONSTRUCT,GENITIVE,KASRA,,,[the]-people
4011,2,213,17,1,فِيمَا,فيما,في,PREP,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,in-what
4011,2,213,17,2,فِيمَا,فيما,ما,SUFF,Suffix,,REL_PRON,PREP_OBJ,NOT_CONSTRUCT,GENITIVE,SUKUN,,,in-what
4012,2,213,18,1,اخْتَلَفُوا,اختلفوا,اختلف,PV,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,DHAMMA,,,they-differed
4012,2,213,18,2,اخْتَلَفُوا,اختلفوا,وا,SUBJ_PRON,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,they-differed
4013,2,213,19,1,فِيهِ,فيه,في,PREP,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,[in-it]
4013,2,213,19,2,فِيهِ,فيه,ه,PRON_3MS,Suffix,,JONT_PRON,PREP_OBJ,NOT_CONSTRUCT,GENITIVE,KASRA,,,[in-it]
4014,2,213,20,1,وَمَا,وما,و,CONJ,Prefix,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-(did)-not
4014,2,213,20,2,وَمَا,وما,ما,NEG_PART,Stem,,INVAR,NON_INFLECT,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,and-(did)-not
4015,2,213,21,1,اخْتَلَفَ,اختلف,اختلف,PV,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,FATHA,,,differ[ed]
4016,2,213,22,1,فِيهِ,فيه,في,PREP,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,in-it
4016,2,213,22,2,فِيهِ,فيه,ه,PRON_3MS,Suffix,,JONT_PRON,PREP_OBJ,NOT_CONSTRUCT,GENITIVE,KASRA,,,in-it
4017,2,213,23,1,إِلَّا,إلا,إلا,EXCEPT_PART,Stem,,INVAR,NON_INFLECT,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,except
4018,2,213,24,1,الَّذِينَ,الذين,الذين,REL_PRON,Stem,,REL_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,FATHA,,,those-who
4019,2,213,25,1,أُوتُوهُ,أوتوه,أوت,PV_PASS,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,IMP_DHAMMA,,,were-given-it
4019,2,213,25,2,أُوتُوهُ,أوتوه,و,SUBJ_PRON,Suffix,,JONT_PRON,PASS_SUBJ,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,were-given-it
4019,2,213,25,3,أُوتُوهُ,أوتوه,ه,OBJ_PRON,Suffix,,JONT_PRON,OBJ,NOT_CONSTRUCT,ACCUSATIVE,DHAMMA,,,were-given-it
4020,2,213,26,1,مِنْ,من,من,PREP,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,from
4021,2,213,27,1,بَعْدِ,بعد,بعد,NOUN_ABSTRACT,Stem,,DECLN,PREP_OBJ,CONSTRUCT,GENITIVE,KASRA,,,after
4022,2,213,28,1,مَا,ما,ما,REL_PRON,Stem,,INVAR,COMPL,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,[what]
4023,2,213,29,1,جَاءَتْهُمُ,جاءتهم,جاء,PV,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,FATHA,,,came-to-them
4023,2,213,29,2,جَاءَتْهُمُ,جاءتهم,ت,SUFF_FEM_TA,Suffix,,INVAR,NON_INFLECT,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,came-to-them
4023,2,213,29,3,جَاءَتْهُمُ,جاءتهم,هم,OBJ_PRON,Suffix,,JONT_PRON,OBJ,NOT_CONSTRUCT,ACCUSATIVE,SUKUN,,,came-to-them
4024,2,213,30,1,الْبَيِّنَاتُ,البينات,ال,DET,Prefix,,DEF_ART,,,,,,,the-clear-proofs
4024,2,213,30,2,الْبَيِّنَاتُ,البينات,بين,NOUN_ABSTRACT,Stem,,DECLN,AGNT,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,the-clear-proofs
4024,2,213,30,3,الْبَيِّنَاتُ,البينات,ات,NSUFF_FEM_PL,Suffix,,,,,,,,,the-clear-proofs
4025,2,213,31,1,بَغْيَاً,بغيا,بغي,GERUND,Stem,,DECLN,PURP,NOT_CONSTRUCT,ACCUSATIVE,FATHA,,,(out-of)-jealousy
4025,2,213,31,2,بَغْيَاً,بغيا,ا,CASE_INDEF_(ACC_GEN),Suffix,,,,,,,,,(out-of)-jealousy
4026,2,213,32,1,بَيْنَهُمْ,بينهم,بين,ADV,Stem,,DECLN,ADV_PLCE,CONSTRUCT,ACCUSATIVE,FATHA,,,among-themselves
4026,2,213,32,2,بَيْنَهُمْ,بينهم,هم,POSS_PRON,Suffix,,JONT_PRON,GEN_CONS,NOT_CONSTRUCT,GENITIVE,SUKUN,,,among-themselves
4027,2,213,33,1,فَهَدَى,فهدى,ف,CONJ,Prefix,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-guided
4027,2,213,33,2,فَهَدَى,فهدى,هدى,PV,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,IMP_FATHA,,,and-guided
4028,2,213,34,1,اللَّهُ,الله,ال,DET,Prefix,,,,,,,,,allah
4028,2,213,34,2,اللَّهُ,الله,له,NOUN_PROP,Stem,,DECLN,AGNT,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,allah
4029,2,213,35,1,الَّذِينَ,الذين,الذين,REL_PRON,Stem,,REL_PRON,OBJ,NOT_CONSTRUCT,ACCUSATIVE,FATHA,,,those-who
4030,2,213,36,1,آمَنُوا,آمنوا,آمن,PV,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,DHAMMA,,,believe[d]
4030,2,213,36,2,آمَنُوا,آمنوا,وا,PVSUFF_SUBJ:3MP,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,believe[d]
4031,2,213,37,1,لِمَا,لما,لما,ADV,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,KASRA,,,regarding-what
4032,2,213,38,1,اخْتَلَفُوا,اختلفوا,اختلف,PV,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,DHAMMA,,,they-differed
4032,2,213,38,2,اخْتَلَفُوا,اختلفوا,وا,SUBJ_PRON,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,they-differed
4033,2,213,39,1,فِيهِ,فيه,في,PREP,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,[in-it]
4033,2,213,39,2,فِيهِ,فيه,ه,PRON_3MS,Suffix,,JONT_PRON,PREP_OBJ,NOT_CONSTRUCT,GENITIVE,KASRA,,,[in-it]
4034,2,213,40,1,مِنَ,من,من,PREP,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,of
4035,2,213,41,1,الْحَقِّ,الحق,ال,DET,Prefix,,DEF_ART,,,,,,,the-truth
4035,2,213,41,2,الْحَقِّ,الحق,حق,GERUND,Stem,,DECLN,PREP_OBJ,NOT_CONSTRUCT,GENITIVE,KASRA,,,the-truth
4036,2,213,42,1,بِإِذْنِهِ,بإذنه,ب,PREP,Prefix,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,KASRA,,,with-his-permission
4036,2,213,42,2,بِإِذْنِهِ,بإذنه,إذن,GERUND,Stem,,DECLN,PREP_OBJ,CONSTRUCT,GENITIVE,KASRA,,,with-his-permission
4036,2,213,42,3,بِإِذْنِهِ,بإذنه,(null),CASE_DEF_NOM,Suffix,,,,,,,,,with-his-permission
4036,2,213,42,4,بِإِذْنِهِ,بإذنه,ه,POSS_PRON_3MS,Suffix,,JONT_PRON,GEN_CONS,NOT_CONSTRUCT,GENITIVE,KASRA,,,with-his-permission
4037,2,213,43,1,وَاللَّهُ,والله,و,CONJ,Prefix,,INVAR,NON_INFLECT,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-allah
4037,2,213,43,2,وَاللَّهُ,والله,ال,DET,Prefix,,,,,,,,,and-allah
4037,2,213,43,3,وَاللَّهُ,والله,له,NOUN_PROP,Stem,,DECLN,SUBJ,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,and-allah
4038,2,213,44,1,يَهْدِي,يهدي,ي,IMPERF_PREF,Prefix,,,,,,,,,guides
4038,2,213,44,2,يَهْدِي,يهدي,هدي,IV,Stem,,DECLN,IV,NOT_CONSTRUCT,NOMINATIVE,IMP_DHAMMA,,,guides
4039,2,213,45,1,مَنْ,من,من,REL_PRON,Stem,,REL_PRON,OBJ,NOT_CONSTRUCT,ACCUSATIVE,SUKUN,,,whom
4040,2,213,46,1,يَشَاءُ,يشاء,ي,IMPERF_PREF,Prefix,,,,,,,,,he-wills
4040,2,213,46,2,يَشَاءُ,يشاء,شاء,IV,Stem,,DECLN,IV,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,he-wills
4041,2,213,47,1,إِلَى,إلى,إلى,PREP,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,to
4042,2,213,48,1,صِرَاطٍ,صراط,صراط,NOUN_ABSTRACT,Stem,,DECLN,PREP_OBJ,NOT_CONSTRUCT,GENITIVE,KASRA,,,a-path
4043,2,213,49,1,مُسْتَقِيمٍ,مستقيم,مستقيم,NOUN_ACTIVE_PART,Stem,,DECLN,ADJ,NOT_CONSTRUCT,GENITIVE,KASRA,,,straight
4044,2,214,1,1,أَمْ,أم,أم,CONJ,Stem,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,or
4045,2,214,2,1,حَسِبْتُمْ,حسبتم,حسب,PV,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,(do)-you-think
4045,2,214,2,2,حَسِبْتُمْ,حسبتم,تم,SUBJ_PRON,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,(do)-you-think
4046,2,214,3,1,أَنْ,أن,أن,SUBJUNC_PART,Stem,,INVAR,SUBOR_CONJ,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,that
4047,2,214,4,1,تَدْخُلُوا,تدخلوا,ت,IMPERF_PREF,Prefix,,,,,,,,,you-will-enter
4047,2,214,4,2,تَدْخُلُوا,تدخلوا,دخل,IV,Stem,,DECLN,IV,NOT_CONSTRUCT,ACCUSATIVE,DEL_NUN,,,you-will-enter
4047,2,214,4,3,تَدْخُلُوا,تدخلوا,وا,SUBJ_PRON,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,you-will-enter
